please_indicate_what_best_describes_you_,What_outsourced_public_service,What_outsourced_public_service/garbage_waste_disposal,What_outsourced_public_service/fresh_water_supply,What_outsourced_public_service/cleaning_of_business_environme,What_outsourced_public_service/use_of_car_parking_space,What_outsourced_public_service/AUTOMATIC,please_specify,name_of_your_county_government_,group_qo7it23/the_county_government_will_have_modern_looking_equipment_,group_qo7it23/the_physical_facilities_at_county_government_offices_will_be_visually_appealing_,group_qo7it23/employees_at_county_government_offices_will_be_neat_in_their_appearance_,group_qo7it23/materials_associated_with_the_service_pamphlets_or_statements_will_be_visually_appealing_at_county_government_offices_,group_qo7it23/when_the_county_government_promises_to_do_something_by_a_certain_time_they_do_,group_qo7it23/when_a_customer_has_a_problem_county_government_officers_will_show_a_sincere_interest_in_solving_it_,group_qo7it23/county_government_officers_will_perform_the_service_right_the_first_time_,group_qo7it23/the_county_government_will_provide_the_service_at_the_time_they_promise_to_do_so_,group_qo7it23/the_county_government_will_insist_on_error_free_records_,group_qo7it23/employees_of_the_county_government_will_tell_customers_exactly_when_services_will_be_performed_,group_qo7it23/employees_of_the_county_government_will_give_prompt_service_to_customers_,group_qo7it23/employees_of_the_county_government_will_always_be_willing_to_help_customers_,group_qo7it23/employees_of_the_county_government_will_never_be_too_busy_to_respond_to_customers_requests_,group_qo7it23/the_behavior_of_employees_in_the_county_government_offices_will_instil_confidence_in_customers_,group_qo7it23/customers_of_county_government_will_feel_safe_in_transactions_,group_qo7it23/employees_of_the_county_government_will_be_consistently_courteous_with_customers_,group_qo7it23/employees_of_the_county_government_will_have_the_knowledge_to_answer_customers_questions_,group_qo7it23/county_government_officers_will_give_customers_individual_attention_,group_qo7it23/county_governments_will_have_operating_hours_convenient_to_all_their_customers_,group_qo7it23/county_governments_will_have_employees_who_give_customers_personal_service_,group_qo7it23/county_governments_will_have_their_customers_best_interest_at_heart_,group_qo7it23/the_employees_of_the_county_government_will_understand_the_specific_needs_of_their_customers_,group_my4qi80/the_county_government_has_modern_looking_equipment_,group_my4qi80/the_county_government_s_physical_features_are_visually_appealing_,group_my4qi80/the_county_government_s_reception_desk_employees_are_neat_appearing_,group_my4qi80/materials_associated_with_the_service_such_as_pamphlets_or_statements_are_visually_appealing_at_the_county_government_offices_,group_my4qi80/when_the_county_government_promises_to_do_something_by_a_certain_time_it_does_so_,group_my4qi80/when_you_have_a_problem_the_county_government_employees_show_a_sincere_interest_in_solving_it_,group_my4qi80/the_county_government_performs_the_service_right_the_first_time_,group_my4qi80/the_county_government_provides_its_service_at_the_time_it_promises_to_do_so_,group_my4qi80/the_county_government_insists_on_error_free_records_,group_my4qi80/employees_in_the_county_government_offices_tell_you_exactly_when_the_services_will_be_performed_,group_my4qi80/employees_in_the_county_government_offices_give_you_prompt_service_,group_my4qi80/employees_in_the_county_government_offices_are_always_willing_to_help_you_,group_my4qi80/employees_in_the_county_government_offices_are_never_too_busy_to_respond_to_your_request_,group_my4qi80/the_behavior_of_employees_in_the_county_government_offices_instils_confidence_in_you_,group_my4qi80/you_feel_safe_in_your_transactions_with_the_county_government_officers_,group_my4qi80/employees_of_the_county_government_are_consistently_courteous_with_you_,group_my4qi80/employees_of_the_county_government_have_the_knowledge_to_answer_your_questions_,group_my4qi80/employees_of_the_county_government_give_you_individual_attention_,group_my4qi80/the_county_government_has_operating_hours_convenient_to_all_its_customers_,group_my4qi80/the_county_government_has_employees_who_give_you_personal_attention_,group_my4qi80/the_county_government_has_your_best_interests_at_heart_,group_my4qi80/the_employees_of_the_county_government_understand_your_specific_needs_,start,end,meta/instanceID,_id,_uuid,_submission_time,_index,_parent_table_name,_parent_index,_tags,_notes
resident_custo,garbage_waste_disposal fresh_water_supply cleaning_of_business_environme use_of_car_parking_space,TRUE,TRUE,TRUE,TRUE,FALSE,,mombasa_county,strongly_agree,strongly_agree,agree,agree,strongly_agree,strongly_agree,agree,agree,agree,strongly_agree,strongly_agree,strongly_agree,agree,strongly_agree,strongly_agree,strongly_agree,agree,agree,agree,neutral,strongly_agree,strongly_agree,disagree,neutral,agree,option_5,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,agree,neutral,disagree,disagree,option_5,option_5,disagree,2016-03-07T17:39:00.769+03,2016-03-07T17:41:12.412+03,uuid:a3f4d919-dffc-44d1-bc2a-76b1c8a67a0a,691602,a3f4d919-dffc-44d1-bc2a-76b1c8a67a0a,2016-03-07T14:41:54,126,,-1,,
business_custo,garbage_waste_disposal fresh_water_supply cleaning_of_business_environme use_of_car_parking_space,TRUE,TRUE,TRUE,TRUE,FALSE,,mombasa_county,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,agree,disagree,disagree,option_5,disagree,agree,disagree,disagree,option_5,option_5,option_5,disagree,option_5,disagree,2016-03-07T17:44:26.047+03,2016-03-07T17:46:04.100+03,uuid:e2fe83cd-d97b-40cd-ab93-86f65cacd1c9,691629,e2fe83cd-d97b-40cd-ab93-86f65cacd1c9,2016-03-07T14:55:24,127,,-1,,
business_custo,garbage_waste_disposal cleaning_of_business_environme use_of_car_parking_space,TRUE,FALSE,TRUE,TRUE,FALSE,,mombasa_county,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,neutral,agree,agree,agree,agree,agree,agree,neutral,neutral,agree,agree,disagree,neutral,neutral,agree,neutral,agree,neutral,agree,agree,neutral,agree,neutral,disagree,agree,neutral,agree,agree,2016-03-07T17:46:24.490+03,2016-03-07T17:48:23.156+03,uuid:e74fd2c2-c3d8-4c1c-bf16-dec8931ef86c,691630,e74fd2c2-c3d8-4c1c-bf16-dec8931ef86c,2016-03-07T14:55:25,128,,-1,,
business_custo,garbage_waste_disposal fresh_water_supply cleaning_of_business_environme use_of_car_parking_space,TRUE,TRUE,TRUE,TRUE,FALSE,,mombasa_county,agree,agree,agree,agree,agree,agree,strongly_agree,strongly_agree,agree,agree,agree,agree,agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,agree,agree,strongly_agree,strongly_agree,option_5,option_5,option_5,option_5,option_5,option_5,option_5,option_5,option_5,option_5,option_5,option_5,option_5,option_5,option_5,option_5,option_5,option_5,option_5,option_5,option_5,option_5,2016-03-07T17:48:35.093+03,2016-03-07T17:50:26.762+03,uuid:0d2bdf24-76f6-4547-844a-65028e5d9610,691631,0d2bdf24-76f6-4547-844a-65028e5d9610,2016-03-07T14:55:25,129,,-1,,
business_custo,garbage_waste_disposal cleaning_of_business_environme,TRUE,FALSE,TRUE,FALSE,FALSE,,mombasa_county,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,neutral,agree,agree,agree,agree,neutral,agree,agree,agree,agree,agree,agree,agree,agree,neutral,neutral,neutral,neutral,neutral,agree,agree,neutral,neutral,disagree,disagree,neutral,neutral,agree,agree,agree,agree,agree,2016-03-07T17:50:46.700+03,2016-03-07T17:52:20.024+03,uuid:e109cd6c-536c-4277-a9f5-36fccbb8fcc3,691632,e109cd6c-536c-4277-a9f5-36fccbb8fcc3,2016-03-07T14:55:26,130,,-1,,
resident_custo,garbage_waste_disposal cleaning_of_business_environme,TRUE,FALSE,TRUE,FALSE,FALSE,,mombasa_county,strongly_agree,strongly_agree,strongly_agree,strongly_agree,agree,strongly_agree,strongly_agree,agree,agree,strongly_agree,agree,agree,agree,agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,agree,strongly_agree,agree,agree,disagree,disagree,disagree,disagree,option_5,option_5,option_5,disagree,disagree,disagree,option_5,option_5,disagree,option_5,option_5,disagree,disagree,option_5,disagree,disagree,disagree,disagree,2016-03-07T17:52:42.910+03,2016-03-07T17:54:47.745+03,uuid:890488d3-7aea-4b8d-8527-8f107f93b7e2,691633,890488d3-7aea-4b8d-8527-8f107f93b7e2,2016-03-07T14:55:27,131,,-1,,
resident_custo,garbage_waste_disposal fresh_water_supply cleaning_of_business_environme use_of_car_parking_space,TRUE,TRUE,TRUE,TRUE,FALSE,,mombasa_county,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,agree,agree,disagree,neutral,neutral,disagree,neutral,neutral,neutral,neutral,2016-03-07T21:19:15.234+03,2016-03-07T21:22:23.229+03,uuid:f2c47306-2252-4fd6-8848-22cee62d83a1,692971,f2c47306-2252-4fd6-8848-22cee62d83a1,2016-03-07T18:50:35,132,,-1,,
resident_custo,garbage_waste_disposal fresh_water_supply cleaning_of_business_environme,TRUE,TRUE,TRUE,FALSE,FALSE,,mombasa_county,disagree,disagree,disagree,disagree,disagree,strongly_disag,strongly_disag,strongly_disag,strongly_disag,strongly_disag,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,neutral,neutral,neutral,agree,agree,neutral,agree,agree,2016-03-07T21:22:44.492+03,2016-03-07T21:24:56.040+03,uuid:11b9aef9-57ad-442e-900d-99524927ee7c,692972,11b9aef9-57ad-442e-900d-99524927ee7c,2016-03-07T18:50:35,133,,-1,,
resident_custo,garbage_waste_disposal fresh_water_supply cleaning_of_business_environme use_of_car_parking_space,TRUE,TRUE,TRUE,TRUE,FALSE,,mombasa_county,agree,agree,agree,agree,agree,agree,agree,strongly_agree,strongly_agree,strongly_agree,agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,agree,agree,agree,agree,agree,agree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,option_5,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,2016-03-07T21:25:19.398+03,2016-03-07T21:28:30.624+03,uuid:e4f9ef50-b13f-40a5-8aba-93d4ad577a2f,692973,e4f9ef50-b13f-40a5-8aba-93d4ad577a2f,2016-03-07T18:50:36,134,,-1,,
resident_custo,garbage_waste_disposal fresh_water_supply cleaning_of_business_environme use_of_car_parking_space,TRUE,TRUE,TRUE,TRUE,FALSE,,mombasa_county,strongly_agree,strongly_agree,strongly_agree,strongly_agree,agree,agree,agree,strongly_agree,agree,agree,strongly_agree,strongly_agree,strongly_agree,agree,strongly_agree,strongly_agree,strongly_agree,agree,agree,agree,strongly_agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,2016-03-07T21:28:52.645+03,2016-03-07T21:32:02.475+03,uuid:7283d35b-7cb3-4bbd-adea-7c9529126ed7,692974,7283d35b-7cb3-4bbd-adea-7c9529126ed7,2016-03-07T18:50:37,135,,-1,,
business_custo,garbage_waste_disposal cleaning_of_business_environme,TRUE,FALSE,TRUE,FALSE,FALSE,,mombasa_county,disagree,disagree,disagree,strongly_disag,disagree,disagree,disagree,disagree,strongly_disag,strongly_disag,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,option_5,option_5,disagree,disagree,disagree,option_5,disagree,option_5,disagree,disagree,2016-03-07T21:32:43.833+03,2016-03-07T21:34:49.020+03,uuid:e1c0e2f9-ccbf-45c5-9607-6453ddb47b2a,692975,e1c0e2f9-ccbf-45c5-9607-6453ddb47b2a,2016-03-07T18:50:38,136,,-1,,
business_custo,garbage_waste_disposal cleaning_of_business_environme use_of_car_parking_space,TRUE,FALSE,TRUE,TRUE,FALSE,,mombasa_county,agree,agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,agree,agree,agree,agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,agree,agree,agree,agree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,2016-03-07T21:35:05.332+03,2016-03-07T21:37:36.773+03,uuid:6042b70b-2af6-4174-a067-a93c3941d5c3,692976,6042b70b-2af6-4174-a067-a93c3941d5c3,2016-03-07T18:50:39,137,,-1,,
business_custo,garbage_waste_disposal fresh_water_supply cleaning_of_business_environme use_of_car_parking_space,TRUE,TRUE,TRUE,TRUE,FALSE,,mombasa_county,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,neutral,neutral,disagree,disagree,disagree,disagree,disagree,2016-03-07T21:38:17.214+03,2016-03-07T21:40:37.295+03,uuid:db14643f-18e6-4367-b640-b530bb7e6fe2,692977,db14643f-18e6-4367-b640-b530bb7e6fe2,2016-03-07T18:50:41,138,,-1,,
resident_custo,garbage_waste_disposal fresh_water_supply cleaning_of_business_environme use_of_car_parking_space,TRUE,TRUE,TRUE,TRUE,FALSE,,mombasa_county,agree,agree,agree,agree,agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,option_5,option_5,option_5,option_5,option_5,option_5,option_5,option_5,option_5,option_5,option_5,option_5,option_5,option_5,option_5,option_5,option_5,option_5,option_5,option_5,option_5,option_5,2016-03-07T21:41:03.470+03,2016-03-07T21:43:22.085+03,uuid:c4f7f742-0111-4701-9dc3-b8c84e8de8da,692978,c4f7f742-0111-4701-9dc3-b8c84e8de8da,2016-03-07T18:50:42,139,,-1,,
resident_custo,garbage_waste_disposal cleaning_of_business_environme,TRUE,FALSE,TRUE,FALSE,FALSE,,mombasa_county,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,disagree,agree,agree,agree,agree,agree,agree,agree,agree,agree,2016-03-07T21:43:33.662+03,2016-03-07T21:46:24.919+03,uuid:33d4b6f4-cc92-423d-b85b-16feff86fbfb,692979,33d4b6f4-cc92-423d-b85b-16feff86fbfb,2016-03-07T18:50:43,140,,-1,,
resident_custo,garbage_waste_disposal fresh_water_supply cleaning_of_business_environme,TRUE,TRUE,TRUE,FALSE,FALSE,,mombasa_county,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,agree,agree,strongly_agree,strongly_agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,disagree,disagree,agree,agree,agree,agree,disagree,option_5,disagree,2016-03-07T21:46:46.594+03,2016-03-07T21:49:47.526+03,uuid:4b1b9165-bf2c-4273-91a8-d8c412a9e8a8,692980,4b1b9165-bf2c-4273-91a8-d8c412a9e8a8,2016-03-07T18:50:44,141,,-1,,
resident_custo,garbage_waste_disposal fresh_water_supply,TRUE,TRUE,FALSE,FALSE,FALSE,,mombasa_county,strongly_agree,strongly_agree,strongly_agree,agree,neutral,neutral,neutral,neutral,agree,neutral,neutral,neutral,neutral,neutral,neutral,neutral,agree,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,agree,agree,agree,agree,agree,agree,agree,neutral,neutral,neutral,neutral,agree,neutral,neutral,neutral,neutral,disagree,2016-03-08T05:26:22.243+03,2016-03-08T05:29:38.693+03,uuid:189d0e88-cfb8-4ae7-af50-b0a09d7d17c1,693477,189d0e88-cfb8-4ae7-af50-b0a09d7d17c1,2016-03-08T03:19:29,142,,-1,,
business_custo,cleaning_of_business_environme,FALSE,FALSE,TRUE,FALSE,FALSE,,mombasa_county,strongly_agree,strongly_agree,strongly_agree,agree,neutral,neutral,neutral,agree,agree,agree,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,agree,agree,agree,agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,neutral,neutral,neutral,neutral,agree,agree,neutral,neutral,disagree,neutral,neutral,neutral,disagree,neutral,neutral,disagree,neutral,disagree,2016-03-08T05:34:51.533+03,2016-03-08T05:37:01.134+03,uuid:01e6e17c-c654-46b1-b523-ef1c0c58e4ae,693478,01e6e17c-c654-46b1-b523-ef1c0c58e4ae,2016-03-08T03:19:30,143,,-1,,
business_custo,garbage_waste_disposal fresh_water_supply cleaning_of_business_environme,TRUE,TRUE,TRUE,FALSE,FALSE,,mombasa_county,agree,disagree,neutral,disagree,agree,neutral,agree,neutral,neutral,agree,agree,neutral,disagree,agree,neutral,strongly_agree,agree,agree,agree,neutral,neutral,neutral,disagree,option_5,agree,disagree,agree,neutral,neutral,disagree,neutral,neutral,neutral,neutral,disagree,neutral,agree,agree,agree,neutral,neutral,neutral,neutral,neutral,2016-03-08T05:37:11.235+03,2016-03-08T05:39:37.621+03,uuid:8ed699f9-1bfa-41b6-b6ae-91c5b03e3dcb,693479,8ed699f9-1bfa-41b6-b6ae-91c5b03e3dcb,2016-03-08T03:19:31,144,,-1,,
resident_custo,fresh_water_supply use_of_car_parking_space,FALSE,TRUE,FALSE,TRUE,FALSE,,mombasa_county,strongly_agree,strongly_agree,strongly_agree,agree,agree,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,agree,agree,agree,agree,agree,agree,neutral,neutral,neutral,neutral,disagree,disagree,disagree,disagree,disagree,neutral,neutral,neutral,disagree,neutral,neutral,neutral,neutral,neutral,2016-03-08T05:39:56.379+03,2016-03-08T05:42:08.756+03,uuid:1abd31a4-fff2-47c6-ae43-c52b1d0532b7,693480,1abd31a4-fff2-47c6-ae43-c52b1d0532b7,2016-03-08T03:19:32,145,,-1,,
resident_custo,garbage_waste_disposal fresh_water_supply,TRUE,TRUE,FALSE,FALSE,FALSE,,mombasa_county,strongly_agree,strongly_agree,strongly_agree,agree,agree,agree,neutral,neutral,neutral,agree,agree,agree,neutral,neutral,neutral,neutral,agree,agree,agree,strongly_agree,strongly_agree,agree,agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,agree,neutral,agree,neutral,neutral,neutral,neutral,disagree,disagree,disagree,disagree,neutral,neutral,neutral,neutral,neutral,neutral,2016-03-08T05:42:19.515+03,2016-03-08T05:44:40.620+03,uuid:a94c599f-9069-44e8-b3ac-1543ac7a4a9b,693481,a94c599f-9069-44e8-b3ac-1543ac7a4a9b,2016-03-08T03:19:33,146,,-1,,
business_custo,garbage_waste_disposal fresh_water_supply,TRUE,TRUE,FALSE,FALSE,FALSE,,mombasa_county,agree,neutral,strongly_agree,agree,disagree,strongly_disag,agree,disagree,neutral,agree,disagree,disagree,disagree,agree,agree,neutral,neutral,disagree,neutral,neutral,neutral,neutral,agree,neutral,strongly_agree,neutral,option_5,disagree,disagree,option_5,disagree,disagree,neutral,neutral,disagree,disagree,option_5,option_5,disagree,disagree,disagree,neutral,neutral,disagree,2016-03-08T05:51:54.001+03,2016-03-08T05:54:31.722+03,uuid:85bb5ee0-be2e-4fae-9d88-e1b0ebb9f608,693482,85bb5ee0-be2e-4fae-9d88-e1b0ebb9f608,2016-03-08T03:19:34,147,,-1,,
resident_custo,fresh_water_supply use_of_car_parking_space,FALSE,TRUE,FALSE,TRUE,FALSE,,mombasa_county,agree,disagree,agree,agree,neutral,agree,neutral,agree,neutral,agree,neutral,agree,disagree,neutral,agree,agree,agree,agree,disagree,neutral,neutral,neutral,agree,agree,neutral,neutral,neutral,agree,neutral,agree,neutral,agree,neutral,option_5,disagree,disagree,agree,neutral,disagree,option_5,disagree,disagree,neutral,disagree,2016-03-08T05:55:14.606+03,2016-03-08T05:57:40.383+03,uuid:eb3b8bac-35ff-4c7b-ac37-47b86716553e,693483,eb3b8bac-35ff-4c7b-ac37-47b86716553e,2016-03-08T03:19:35,148,,-1,,
resident_custo,use_of_car_parking_space,FALSE,FALSE,FALSE,TRUE,FALSE,,mombasa_county,disagree,agree,agree,neutral,disagree,neutral,agree,neutral,neutral,disagree,neutral,neutral,disagree,disagree,agree,disagree,neutral,disagree,disagree,agree,disagree,disagree,disagree,disagree,disagree,disagree,neutral,neutral,option_5,option_5,disagree,neutral,disagree,neutral,neutral,disagree,disagree,disagree,agree,disagree,neutral,agree,disagree,disagree,2016-03-08T05:57:52.169+03,2016-03-08T06:00:00.959+03,uuid:01433b15-65ad-4347-97ac-f7482d049773,693484,01433b15-65ad-4347-97ac-f7482d049773,2016-03-08T03:19:36,149,,-1,,
resident_custo,garbage_waste_disposal fresh_water_supply use_of_car_parking_space,TRUE,TRUE,FALSE,TRUE,FALSE,,mombasa_county,neutral,disagree,agree,neutral,disagree,neutral,disagree,neutral,disagree,neutral,disagree,neutral,agree,agree,agree,agree,agree,agree,agree,neutral,neutral,neutral,disagree,neutral,neutral,disagree,disagree,neutral,disagree,option_5,neutral,disagree,neutral,disagree,disagree,neutral,disagree,neutral,neutral,neutral,neutral,disagree,neutral,option_5,2016-03-08T06:03:12.894+03,2016-03-08T06:05:28.443+03,uuid:e0382fac-1da4-4b52-ab42-f3f16cd34424,693485,e0382fac-1da4-4b52-ab42-f3f16cd34424,2016-03-08T03:19:36,150,,-1,,
resident_custo,garbage_waste_disposal fresh_water_supply use_of_car_parking_space,TRUE,TRUE,FALSE,TRUE,FALSE,,mombasa_county,strongly_agree,agree,agree,agree,disagree,agree,agree,agree,agree,agree,agree,agree,neutral,neutral,neutral,agree,neutral,agree,agree,agree,agree,agree,neutral,neutral,neutral,disagree,neutral,disagree,neutral,neutral,disagree,disagree,disagree,neutral,neutral,neutral,disagree,neutral,neutral,neutral,neutral,neutral,neutral,disagree,2016-03-08T06:05:45.425+03,2016-03-08T06:07:50.444+03,uuid:32722c92-f7ea-45cb-865b-452d0666da76,693486,32722c92-f7ea-45cb-865b-452d0666da76,2016-03-08T03:19:37,151,,-1,,
resident_custo,garbage_waste_disposal fresh_water_supply,TRUE,TRUE,FALSE,FALSE,FALSE,,mombasa_county,agree,strongly_agree,neutral,neutral,disagree,neutral,disagree,agree,disagree,disagree,agree,agree,neutral,agree,agree,neutral,neutral,agree,agree,agree,neutral,neutral,agree,agree,neutral,neutral,disagree,neutral,disagree,neutral,disagree,disagree,disagree,disagree,neutral,strongly_agree,agree,agree,agree,agree,agree,agree,disagree,neutral,2016-03-08T06:08:12.756+03,2016-03-08T06:10:03.358+03,uuid:d13d9596-1cea-4d92-b690-2216a95891f0,693487,d13d9596-1cea-4d92-b690-2216a95891f0,2016-03-08T03:19:38,152,,-1,,
resident_custo,garbage_waste_disposal fresh_water_supply use_of_car_parking_space,TRUE,TRUE,FALSE,TRUE,FALSE,,mombasa_county,strongly_agree,strongly_agree,strongly_agree,strongly_agree,neutral,agree,strongly_agree,neutral,strongly_agree,neutral,neutral,neutral,neutral,neutral,agree,agree,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,disagree,disagree,agree,agree,disagree,neutral,neutral,neutral,disagree,agree,agree,agree,agree,neutral,neutral,neutral,2016-03-08T06:16:33.526+03,2016-03-08T06:18:44.058+03,uuid:66c2e365-c07c-4bbc-9775-caf41ffb5752,693488,66c2e365-c07c-4bbc-9775-caf41ffb5752,2016-03-08T03:19:38,153,,-1,,
resident_custo,garbage_waste_disposal fresh_water_supply cleaning_of_business_environme,TRUE,TRUE,TRUE,FALSE,FALSE,,mombasa_county,agree,agree,agree,agree,neutral,neutral,agree,neutral,agree,agree,neutral,neutral,neutral,neutral,disagree,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,agree,neutral,neutral,agree,agree,agree,agree,neutral,neutral,agree,agree,neutral,agree,agree,agree,agree,agree,strongly_agree,strongly_agree,2016-03-08T06:20:16.647+03,2016-03-08T06:22:13.994+03,uuid:64276763-7ba3-4a58-ba94-921efbf9a55b,693526,64276763-7ba3-4a58-ba94-921efbf9a55b,2016-03-08T03:40:40,154,,-1,,
resident_custo,garbage_waste_disposal fresh_water_supply use_of_car_parking_space,TRUE,TRUE,FALSE,TRUE,FALSE,,mombasa_county,agree,agree,agree,agree,neutral,agree,agree,agree,agree,agree,agree,neutral,neutral,neutral,neutral,neutral,disagree,neutral,neutral,disagree,disagree,neutral,agree,agree,agree,agree,neutral,neutral,neutral,agree,agree,strongly_agree,agree,agree,agree,neutral,neutral,agree,agree,agree,agree,agree,agree,agree,2016-03-08T06:22:28.054+03,2016-03-08T06:24:22.913+03,uuid:1efae696-5da8-4644-b6b6-0e890a2e2a96,693527,1efae696-5da8-4644-b6b6-0e890a2e2a96,2016-03-08T03:40:41,155,,-1,,
resident_custo,use_of_car_parking_space,FALSE,FALSE,FALSE,TRUE,FALSE,,mombasa_county,strongly_agree,agree,strongly_agree,strongly_agree,agree,strongly_agree,agree,strongly_agree,agree,agree,agree,agree,strongly_agree,strongly_agree,strongly_agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,neutral,neutral,neutral,neutral,agree,agree,agree,agree,agree,neutral,neutral,neutral,agree,agree,agree,agree,agree,agree,strongly_agree,2016-03-08T06:24:49.636+03,2016-03-08T06:26:31.964+03,uuid:937326e9-4b17-44ca-a7bd-1077d31e9fb8,693528,937326e9-4b17-44ca-a7bd-1077d31e9fb8,2016-03-08T03:40:41,156,,-1,,
resident_custo,garbage_waste_disposal fresh_water_supply use_of_car_parking_space,TRUE,TRUE,FALSE,TRUE,FALSE,,mombasa_county,strongly_agree,strongly_agree,strongly_agree,strongly_agree,neutral,agree,agree,agree,neutral,agree,neutral,neutral,agree,agree,agree,neutral,neutral,neutral,agree,agree,agree,agree,agree,neutral,neutral,neutral,agree,agree,agree,agree,agree,strongly_agree,agree,agree,agree,agree,agree,agree,neutral,neutral,agree,agree,agree,agree,2016-03-08T06:26:42.822+03,2016-03-08T06:28:31.185+03,uuid:0fdb11fa-e846-476a-a368-791538a39e28,693529,0fdb11fa-e846-476a-a368-791538a39e28,2016-03-08T03:40:42,157,,-1,,
resident_custo,garbage_waste_disposal fresh_water_supply cleaning_of_business_environme use_of_car_parking_space,TRUE,TRUE,TRUE,TRUE,FALSE,,mombasa_county,neutral,neutral,agree,agree,neutral,neutral,neutral,neutral,agree,neutral,neutral,neutral,neutral,neutral,agree,disagree,disagree,disagree,neutral,agree,neutral,neutral,neutral,agree,neutral,agree,neutral,neutral,neutral,agree,neutral,neutral,agree,agree,neutral,neutral,neutral,neutral,agree,agree,agree,neutral,neutral,agree,2016-03-08T06:28:52.845+03,2016-03-08T06:30:50.996+03,uuid:a83a902f-99ba-4d9e-9262-007599eeaa98,693530,a83a902f-99ba-4d9e-9262-007599eeaa98,2016-03-08T03:40:43,158,,-1,,
